"","X.1","X","price","lot_size","waterfront","age","land_value","construction","air_cond","fuel","heat","sewer","living_area","fireplaces","bathrooms","rooms","waterfront2","air_cond2","construction2","sewer2"
"525",525,525,250000,1.29,0,19,21600,0,1,2,2,2,2100,1,3,7,"No","Yes","No","Private"
"526",526,526,167500,1,0,27,8300,0,0,4,2,2,1129,0,1,7,"No","No","No","Private"
"527",527,527,190000,0.6,0,19,16000,0,1,2,2,2,2296,1,2.5,7,"No","Yes","No","Private"
"528",528,528,182500,0.46,0,20,13800,0,0,2,2,2,1475,1,2,8,"No","No","No","Private"
"529",529,529,107000,1.03,0,20,20100,0,0,2,2,2,1268,1,1,6,"No","No","No","Private"
"530",530,530,195000,0.47,0,15,14100,0,0,2,2,2,1816,1,2,7,"No","No","No","Private"
"531",531,531,169000,0.5,0,30,15000,0,0,2,3,2,1632,1,2.5,8,"No","No","No","Private"
"532",532,532,156000,0.26,0,11,8700,0,0,2,2,3,1254,0,1.5,5,"No","No","No","Public"
"533",533,533,120000,0.49,0,30,64400,0,0,2,2,3,1272,0,1,4,"No","No","No","Public"
"534",534,534,170000,0.28,0,29,80800,0,1,2,2,3,1604,0,1.5,6,"No","Yes","No","Public"
"535",535,535,249835,0.52,0,0,77000,0,1,2,2,3,2474,1,2.5,11,"No","Yes","No","Public"
"536",536,536,188095,0.15,0,0,36000,0,1,2,2,3,2057,1,2.5,9,"No","Yes","No","Public"
"537",537,537,176450,0.05,0,6,32000,0,1,3,4,3,1852,0,2.5,8,"No","Yes","No","Public"
"538",538,538,322277,0.09,0,1,51400,0,1,2,2,3,2242,0,3,8,"No","Yes","No","Public"
"539",539,539,149000,0.49,0,32,64400,0,0,2,2,3,1564,1,1.5,9,"No","No","No","Public"
"540",540,540,95000,0.19,0,24,39200,0,0,3,4,2,960,0,1,6,"No","No","No","Private"
"541",541,541,198500,0.1,0,63,85000,0,1,2,2,3,1680,0,2.5,7,"No","Yes","No","Public"
"542",542,542,185000,0.03,0,3,27000,0,1,2,2,3,1428,1,2.5,6,"No","Yes","No","Public"
"543",543,543,168900,0.16,0,0,36800,0,1,2,2,3,1672,0,2.5,7,"No","Yes","No","Public"
"544",544,544,220000,0.28,0,29,80800,0,1,2,2,3,2284,1,1.5,6,"No","Yes","No","Public"
"545",545,545,129900,0.32,0,31,54200,0,1,2,2,3,1286,1,1,4,"No","Yes","No","Public"
"546",546,546,167000,0.23,0,53,73000,0,0,2,3,3,1250,0,1,4,"No","No","No","Public"
"547",547,547,330000,0.12,0,113,51300,0,0,4,3,3,1896,0,1.5,8,"No","No","No","Public"
"548",548,548,336000,0.15,0,1,61000,0,1,2,2,3,2592,0,3,10,"No","Yes","No","Public"
"549",549,549,512971,0.01,0,0,12500,0,1,2,2,3,1904,1,2,8,"No","Yes","No","Public"
"550",550,550,229000,0.29,0,3,46400,0,1,2,2,3,1680,0,2,6,"No","Yes","No","Public"
"551",551,551,145000,0.16,0,38,54900,0,0,2,2,3,1152,1,1,7,"No","No","No","Public"
"552",552,552,103000,0.07,0,16,46600,0,1,3,4,3,1290,1,1.5,5,"No","Yes","No","Public"
"553",553,553,210000,0.17,0,93,55800,0,0,2,2,3,2396,1,1.5,11,"No","No","No","Public"
"554",554,554,559000,0.24,0,55,255000,0,1,2,3,3,3090,2,4,12,"No","Yes","No","Public"
"555",555,555,218000,0.21,0,142,107000,0,0,4,3,3,1428,0,1,8,"No","No","No","Public"
"556",556,556,262138,0.15,0,0,114000,0,1,2,2,3,1631,1,2.5,4,"No","Yes","No","Public"
"557",557,557,125000,0.24,0,33,49100,0,0,2,2,3,1368,0,1,7,"No","No","No","Public"
"558",558,558,130000,0.16,0,36,54900,0,0,2,2,3,1134,0,1,4,"No","No","No","Public"
"559",559,559,157500,0.3,0,27,84600,0,1,2,2,3,1697,1,1.5,6,"No","Yes","No","Public"
"560",560,560,193000,0.3,0,6,47000,0,1,2,2,3,1666,1,2.5,4,"No","Yes","No","Public"
"561",561,561,275000,0.12,0,78,89000,0,1,4,3,3,1738,1,2.5,6,"No","Yes","No","Public"
"562",562,562,240000,0.15,0,103,210000,0,0,2,3,3,1457,0,1.5,7,"No","No","No","Public"
"563",563,563,200136,0.15,0,0,54000,0,1,2,2,3,1632,1,2.5,7,"No","Yes","No","Public"
"564",564,564,395000,1.4,0,12,128500,0,1,2,2,1,2186,0,2.5,6,"No","Yes","No","None"
"565",565,565,366703,0.15,0,0,95000,0,1,3,2,3,2117,1,2.5,6,"No","Yes","No","Public"
"566",566,566,103150,0.25,0,32,50000,0,0,2,2,3,936,1,1,8,"No","No","No","Public"
"567",567,567,310000,0.17,0,169,220000,0,0,2,3,3,3347,2,2.5,12,"No","No","No","Public"
"568",568,568,142900,0.36,0,32,50600,0,1,2,2,3,1824,1,2.5,10,"No","Yes","No","Public"
"569",569,569,359770,0.16,0,1,62600,0,1,2,2,3,2592,0,3,8,"No","Yes","No","Public"
"570",570,570,126000,0.68,0,64,84200,0,0,4,2,2,1080,0,1,7,"No","No","No","Private"
"571",571,571,760000,1.22,0,2,194700,0,1,2,2,2,3148,0,3.5,12,"No","Yes","No","Private"
"572",572,572,282500,0.25,0,150,115000,0,0,2,3,3,2128,1,1.5,8,"No","No","No","Public"
"573",573,573,132000,0.06,0,18,28800,0,0,2,2,3,1616,0,1.5,8,"No","No","No","Public"
"574",574,574,325000,0.23,0,5,73800,0,1,2,2,3,3313,1,2.5,12,"No","Yes","No","Public"
"575",575,575,207000,0.48,0,25,57800,0,0,2,3,3,2327,1,1.5,10,"No","No","No","Public"
"576",576,576,155000,0.24,0,32,49100,0,1,2,2,3,1640,1,1.5,7,"No","Yes","No","Public"
"577",577,577,330000,0.12,0,73,89000,0,0,2,3,3,1421,0,1.5,5,"No","No","No","Public"
"578",578,578,101760,0.15,0,103,54000,0,0,2,3,3,1280,1,1,3,"No","No","No","Public"
"579",579,579,496000,0.34,0,3,82400,0,1,2,2,3,3467,1,2.5,11,"No","Yes","No","Public"
"580",580,580,185000,0.11,0,83,87000,0,0,2,3,3,1250,0,1.5,5,"No","No","No","Public"
"581",581,581,125000,0.25,0,33,50000,0,0,2,2,3,1368,0,1,5,"No","No","No","Public"
"582",582,582,286000,0.13,0,1,110200,0,0,2,2,3,1396,0,2.5,8,"No","No","No","Public"
"583",583,583,269000,0.04,0,15,36000,0,1,2,2,3,2004,1,2.5,8,"No","Yes","No","Public"
"584",584,584,303374,0.12,0,1,56200,0,1,2,2,3,2242,0,3,6,"No","Yes","No","Public"
"585",585,585,371165,0.39,0,0,85400,0,0,2,2,3,2786,1,2.5,8,"No","No","No","Public"
"586",586,586,287600,0.07,0,0,48200,0,1,2,2,3,2242,0,2.5,6,"No","Yes","No","Public"
"587",587,587,131000,0.34,0,33,55400,0,0,2,2,3,1404,0,1,6,"No","No","No","Public"
"588",588,588,187000,1,0,25,98500,0,1,2,2,2,1600,1,1.5,7,"No","Yes","No","Private"
"589",589,589,169000,0.04,0,103,36000,0,0,2,2,3,1408,0,1,3,"No","No","No","Public"
"590",590,590,133500,0.21,0,37,59400,0,0,2,2,3,972,0,1,8,"No","No","No","Public"
"591",591,591,620000,1.06,0,14,125100,0,1,4,2,2,4856,2,4,12,"No","Yes","No","Private"
"592",592,592,549254,0.25,0,0,63000,0,1,2,2,3,2885,1,2.5,11,"No","Yes","No","Public"
"593",593,593,280000,0.09,0,82,83000,0,0,2,2,3,1560,0,1,6,"No","No","No","Public"
"594",594,594,135000,0.26,0,33,50600,0,0,2,2,3,1472,0,1,8,"No","No","No","Public"
"595",595,595,195388,0.14,0,0,35200,0,1,2,2,3,2124,1,2.5,10,"No","Yes","No","Public"
"596",596,596,337020,0.15,0,1,114000,0,1,2,2,3,2162,1,2.5,7,"No","Yes","No","Public"
"597",597,597,330850,0.46,0,0,89600,0,0,2,2,3,2515,1,2.5,8,"No","No","No","Public"
"598",598,598,248495,0.63,0,0,98500,0,1,2,2,3,2294,1,2.5,11,"No","Yes","No","Public"
"599",599,599,120000,0.26,0,123,63300,0,0,2,2,3,1744,0,1,6,"No","No","No","Public"
"600",600,600,240000,0.48,0,0,90800,0,1,2,2,3,2022,1,2.5,8,"No","Yes","No","Public"
"601",601,601,235000,0.22,0,34,72000,0,1,2,3,3,1578,0,2,8,"No","Yes","No","Public"
"602",602,602,500075,0.91,1,0,239300,0,1,2,2,3,3400,0,3,12,"Yes","Yes","No","Public"
"603",603,603,240000,0.07,0,13,48200,0,1,2,2,3,1744,1,2.5,6,"No","Yes","No","Public"
"604",604,604,270000,0.46,0,0,89600,0,1,2,2,3,2560,1,2.5,9,"No","Yes","No","Public"
"605",605,605,225000,0.12,0,51,89000,0,1,2,2,3,1398,0,2.5,4,"No","Yes","No","Public"
"606",606,606,280000,0.16,0,0,62600,0,1,2,2,3,2494,0,2.5,8,"No","Yes","No","Public"
"607",607,607,225000,0.48,0,27,57800,0,1,2,2,3,2208,2,2.5,11,"No","Yes","No","Public"
"608",608,608,248220,0.46,0,0,89600,0,1,2,2,3,2550,1,2.5,7,"No","Yes","No","Public"
"609",609,609,275000,0.03,0,16,27000,0,1,2,2,3,1812,1,2.5,7,"No","Yes","No","Public"
"610",610,610,137000,0.12,0,50,89000,0,0,2,3,3,1290,0,1,3,"No","No","No","Public"
"611",611,611,150000,0.14,0,16,52200,0,0,2,2,3,1172,0,2,3,"No","No","No","Public"
"612",612,612,649000,1.04,0,10,192900,0,1,2,2,2,4128,2,3.5,12,"No","Yes","No","Private"
"613",613,613,195000,0.49,0,17,64400,0,1,3,4,3,1816,1,2.5,5,"No","Yes","No","Public"
"614",614,614,373200,0.65,0,4,99500,0,0,2,2,3,2628,1,2.5,8,"No","No","No","Public"
"615",615,615,169450,0.15,0,0,36000,0,1,2,2,3,1254,1,2.5,4,"No","Yes","No","Public"
"616",616,616,144200,0.15,0,113,54000,0,0,2,2,3,1660,1,1.5,9,"No","No","No","Public"
"617",617,617,189900,0.5,0,43,73500,0,0,2,2,3,1850,1,1.5,7,"No","No","No","Public"
"618",618,618,166000,0.14,0,0,35200,0,1,2,2,3,1258,0,2,8,"No","Yes","No","Public"
"619",619,619,160000,0.23,0,0,42400,0,1,2,2,3,1219,0,2,5,"No","Yes","No","Public"
"620",620,620,327355,0.14,0,14,59400,0,1,2,2,3,1850,1,2.5,6,"No","Yes","No","Public"
"621",621,621,247000,0.29,0,9,52400,0,0,2,2,3,2103,0,2.5,7,"No","No","No","Public"
"622",622,622,318000,0.23,0,3,73800,0,1,2,2,3,1806,1,2.5,8,"No","Yes","No","Public"
"623",623,623,341000,0.23,0,52,250000,0,0,2,3,3,1674,1,1.5,4,"No","No","No","Public"
"624",624,624,288650,0.08,0,0,49800,0,1,2,2,3,2242,0,2.5,10,"No","Yes","No","Public"
"625",625,625,157000,0.03,0,103,27000,0,0,2,2,3,1408,0,1.5,4,"No","No","No","Public"
"626",626,626,449000,1,0,20,124800,0,1,3,4,2,3457,2,2.5,12,"No","Yes","No","Private"
"627",627,627,142000,0.16,0,28,50400,0,0,2,2,3,1728,0,1.5,6,"No","No","No","Public"
"628",628,628,389000,1,0,16,125900,0,1,3,4,2,2354,2,2.5,6,"No","Yes","No","Private"
"629",629,629,476000,0.42,0,4,87200,0,1,2,2,3,2246,1,2.5,9,"No","Yes","No","Public"
"630",630,630,249230,0.18,0,0,119700,0,1,2,2,3,1902,1,2.5,4,"No","Yes","No","Public"
"631",631,631,139900,0.3,0,30,53000,0,0,2,2,3,1178,0,1,7,"No","No","No","Public"
"632",632,632,301900,0.73,0,0,103500,0,1,2,2,3,2896,1,3.5,11,"No","Yes","No","Public"
"633",633,633,425000,1.03,0,24,124800,0,1,2,2,3,2457,1,3,9,"No","Yes","No","Public"
"634",634,634,121000,0.25,0,32,50000,0,0,2,2,3,936,0,1,8,"No","No","No","Public"
"635",635,635,150000,0.19,0,123,103000,0,0,2,3,3,934,0,1,7,"No","No","No","Public"
"636",636,636,138000,0.29,0,30,52400,0,0,2,2,3,1279,1,1,6,"No","No","No","Public"
"637",637,637,199900,0.39,0,6,69400,0,0,2,3,2,1888,0,2,5,"No","No","No","Private"
"638",638,638,145000,0.27,0,33,63700,0,0,2,2,3,1686,1,1.5,7,"No","No","No","Public"
"639",639,639,465000,0.25,0,22,61000,0,1,2,2,3,2310,1,3,7,"No","Yes","No","Public"
"640",640,640,158000,0.32,0,1,48200,0,1,2,2,3,1200,0,1.5,4,"No","Yes","No","Public"
"641",641,641,375000,0.27,0,50,78800,0,1,2,2,3,1944,1,2.5,7,"No","Yes","No","Public"
"642",642,642,147783,0.36,0,51,50600,0,0,3,4,2,1184,0,1,5,"No","No","No","Private"
"643",643,643,339000,0.36,0,3,83600,0,1,2,2,3,2000,1,2.5,5,"No","Yes","No","Public"
"644",644,644,267000,0.07,0,14,48200,0,1,2,2,3,1744,1,2.5,9,"No","Yes","No","Public"
"645",645,645,290000,0.12,0,3,108300,0,1,2,2,3,1620,1,2.5,7,"No","Yes","No","Public"
"646",646,646,271295,0.35,0,1,67000,0,1,2,2,3,2359,0,2.5,11,"No","Yes","No","Public"
"647",647,647,278140,0.62,0,1,98000,0,1,2,2,3,2230,0,2.5,10,"No","Yes","No","Public"
"648",648,648,138000,0.07,0,94,46800,0,0,2,2,3,1147,0,1.5,3,"No","No","No","Public"
"649",649,649,367500,0.27,0,2,78200,0,1,2,2,3,2205,1,2.5,10,"No","Yes","No","Public"
"650",650,650,428500,0.42,0,4,87200,0,1,2,2,3,3243,0,2.5,11,"No","Yes","No","Public"
"651",651,651,140000,0.48,0,34,57800,0,0,2,2,3,1431,0,1.5,5,"No","No","No","Public"
"652",652,652,140000,0.36,0,35,56600,0,0,2,2,3,936,0,1,7,"No","No","No","Public"
"653",653,653,145000,0.3,0,33,53000,0,1,2,2,3,1368,0,1.5,7,"No","Yes","No","Public"
"654",654,654,280000,0.07,0,16,48200,0,1,3,2,3,1800,1,2.5,8,"No","Yes","No","Public"
"655",655,655,190400,0.17,0,16,49500,0,0,2,2,3,1920,1,1.5,9,"No","No","No","Public"
"656",656,656,267000,0.11,0,83,87000,0,0,2,3,3,1416,0,2,7,"No","No","No","Public"
"657",657,657,164900,0.14,0,77,93000,0,0,2,2,3,616,0,1,5,"No","No","No","Public"
"658",658,658,280000,0.1,0,79,85000,0,0,2,2,3,1488,0,1.5,5,"No","No","No","Public"
"659",659,659,225000,0.11,0,84,87000,0,0,4,2,3,1320,1,1.5,6,"No","No","No","Public"
"660",660,660,148000,0.06,0,18,45800,0,1,2,2,3,1250,0,1.5,5,"No","Yes","No","Public"
"661",661,661,165000,0.32,0,32,54200,0,1,2,2,3,1286,1,1,6,"No","Yes","No","Public"
"662",662,662,340455,0.38,0,0,84800,0,1,2,2,3,2886,1,2.5,10,"No","Yes","No","Public"
"663",663,663,133000,0.42,0,36,60200,0,0,2,2,3,1279,1,1,4,"No","No","No","Public"
"664",664,664,115540,0.2,0,104,56700,0,0,2,2,3,1074,0,1,7,"No","No","No","Public"
"665",665,665,240000,0.58,0,52,78300,0,0,2,3,2,1304,1,1,4,"No","No","No","Private"
"666",666,666,600000,0.04,0,17,36000,0,1,2,2,3,3191,2,3.5,12,"No","Yes","No","Public"
"667",667,667,71500,0.3,0,44,64700,0,0,2,3,3,1056,0,1,5,"No","No","No","Public"
"668",668,668,189900,0.03,0,18,19200,0,1,2,2,3,1468,1,2.5,4,"No","Yes","No","Public"
"669",669,669,325000,0.08,0,115,81000,0,0,2,3,3,1598,0,1.5,6,"No","No","No","Public"
"670",670,670,280000,0.14,0,84,93000,0,0,2,3,3,1160,0,1.5,4,"No","No","No","Public"
"671",671,671,255000,0.12,0,104,89000,0,0,2,2,3,1028,0,1,5,"No","No","No","Public"
"672",672,672,300000,0.2,0,104,105000,0,0,2,3,3,2014,0,1,11,"No","No","No","Public"
"673",673,673,106000,0.48,0,34,63800,0,0,2,2,3,1296,0,1,7,"No","No","No","Public"
"674",674,674,139000,0.27,0,56,62500,0,0,2,2,3,932,0,1,3,"No","No","No","Public"
"675",675,675,165000,0.06,0,15,45800,0,0,2,2,3,1290,1,1.5,5,"No","No","No","Public"
"676",676,676,169000,0.17,0,19,37600,0,0,2,2,3,1448,0,1.5,5,"No","No","No","Public"
"677",677,677,159400,0.24,0,29,49100,0,0,2,2,3,1368,0,1,5,"No","No","No","Public"
"678",678,678,300000,0.87,0,25,90800,0,0,2,3,2,3046,1,1.5,11,"No","No","No","Private"
"679",679,679,161000,0.23,0,32,48200,0,0,2,2,3,1272,0,1.5,8,"No","No","No","Public"
"680",680,680,230500,0.59,0,18,69500,0,1,2,2,3,1822,0,2.5,6,"No","Yes","No","Public"
"681",681,681,220000,0.41,0,31,105700,0,1,2,2,3,1579,0,1.5,6,"No","Yes","No","Public"
"682",682,682,177900,0.29,0,32,52400,0,0,2,2,3,1660,1,1.5,7,"No","No","No","Public"
"683",683,683,350000,0.32,0,36,144900,0,0,4,3,3,2452,1,2.5,10,"No","No","No","Public"
"684",684,684,335000,0.14,0,94,50200,0,1,2,2,3,2004,0,2,9,"No","Yes","No","Public"
"685",685,685,597185,1.07,0,0,193200,0,1,2,2,2,4210,1,3.5,12,"No","Yes","No","Private"
"686",686,686,173000,0.33,0,32,54800,0,1,2,2,3,1640,0,1.5,9,"No","Yes","No","Public"
"687",687,687,518000,0.17,0,144,99000,0,0,2,3,3,2847,1,1.5,7,"No","No","No","Public"
"688",688,688,212000,0.5,0,18,65000,0,1,2,2,3,1816,1,2,7,"No","Yes","No","Public"
"689",689,689,149900,0.87,0,19,93300,0,0,4,2,3,2028,0,2,10,"No","No","No","Public"
"690",690,690,140958,0.22,0,40,54500,0,0,2,3,3,775,0,1,7,"No","No","No","Public"
"691",691,691,95000,0.33,0,34,54800,0,0,2,2,3,1368,0,1,6,"No","No","No","Public"
"692",692,692,161600,0.24,0,34,49100,0,0,2,2,3,936,0,1.5,8,"No","No","No","Public"
"693",693,693,351400,0.15,0,1,114000,0,1,2,2,3,1680,1,2.5,4,"No","Yes","No","Public"
"694",694,694,155000,0.3,0,33,53000,0,0,2,2,3,1368,0,1,6,"No","No","No","Public"
"695",695,695,198500,0.4,0,34,53000,0,1,2,2,3,1326,1,1.5,7,"No","Yes","No","Public"
"696",696,696,276000,0.21,0,62,107000,0,1,4,2,3,1579,1,2,4,"No","Yes","No","Public"
"697",697,697,167000,0.25,0,32,50000,0,0,2,2,3,1286,0,1,8,"No","No","No","Public"
"698",698,698,227000,0.84,0,25,207700,0,1,2,2,3,2132,2,2.5,7,"No","Yes","No","Public"
"699",699,699,405100,0.39,0,3,85400,0,1,2,2,3,2000,1,2.5,6,"No","Yes","No","Public"
"700",700,700,395000,0.14,0,3,112100,0,1,2,2,3,2222,0,2.5,6,"No","Yes","No","Public"
"701",701,701,360000,0.41,0,99,139000,0,0,2,3,3,2641,0,2,9,"No","No","No","Public"
"702",702,702,775000,0,1,5,412600,0,1,2,2,2,2472,1,2.5,9,"Yes","Yes","No","Private"
"703",703,703,285000,0.07,0,16,48200,0,1,3,2,3,1926,2,3,6,"No","Yes","No","Public"
"704",704,704,300000,0.12,0,4,108300,0,1,2,2,3,1534,0,2.5,8,"No","Yes","No","Public"
"705",705,705,214000,0.25,0,39,44000,0,0,2,2,2,1490,0,1.5,4,"No","No","No","Private"
"706",706,706,229000,0.22,0,46,72000,0,0,2,3,3,1126,1,2,8,"No","No","No","Public"
"707",707,707,330000,0.23,0,33,61200,0,1,2,2,3,1435,0,1.5,8,"No","Yes","No","Public"
"708",708,708,146000,0.42,0,44,60200,0,0,2,2,3,1136,0,1.5,8,"No","No","No","Public"
"709",709,709,381500,0.15,0,2,114000,0,1,2,2,3,2162,1,2.5,9,"No","Yes","No","Public"
"710",710,710,430000,0.34,0,5,82400,0,1,2,2,3,2328,1,2.5,7,"No","Yes","No","Public"
"711",711,711,650000,0.43,0,2,87800,0,1,2,2,3,2754,1,2.5,10,"No","Yes","No","Public"
"712",712,712,194500,0.17,0,40,37600,0,0,2,2,2,1504,0,1.5,6,"No","No","No","Private"
"713",713,713,279000,0.39,0,14,58400,0,1,2,2,3,2473,1,3.5,7,"No","Yes","No","Public"
"714",714,714,183000,0.31,0,35,47600,0,0,2,2,3,2072,1,2.5,8,"No","No","No","Public"
"715",715,715,195000,0.03,0,18,19200,0,1,2,2,3,1480,1,2.5,7,"No","Yes","No","Public"
"716",716,716,470000,0.17,0,135,99000,0,0,2,2,3,2096,2,2.5,8,"No","No","No","Public"
"717",717,717,167000,0.11,0,80,50400,0,0,2,3,3,1050,0,1,6,"No","No","No","Public"
"718",718,718,309278,0.02,0,17,18000,0,1,2,2,3,1650,1,2.5,5,"No","Yes","No","Public"
"719",719,719,217500,0.34,0,26,92300,0,1,2,2,3,1596,0,1.5,6,"No","Yes","No","Public"
"720",720,720,200000,0.17,0,44,99000,0,0,2,3,3,979,0,2,8,"No","No","No","Public"
"721",721,721,199995,0.16,0,18,53800,0,1,2,2,3,1393,0,1.5,6,"No","Yes","No","Public"
"722",722,722,179000,0.46,0,44,70200,0,0,2,2,3,864,0,1,7,"No","No","No","Public"
"723",723,723,329000,1,0,1,106800,0,1,2,2,2,2744,0,2.5,10,"No","Yes","No","Private"
"724",724,724,374900,0.06,0,15,46600,0,1,2,2,3,2300,1,3,10,"No","Yes","No","Public"
"725",725,725,165000,0.29,0,34,52400,0,0,2,2,3,1612,1,1,5,"No","No","No","Public"
"726",726,726,647000,1.08,0,14,193300,0,1,2,2,2,2640,1,2.5,12,"No","Yes","No","Private"
"727",727,727,315000,0.63,0,19,65500,0,0,4,2,3,775,0,1,6,"No","No","No","Public"
"728",728,728,208000,0.34,0,26,49400,0,1,2,2,3,2470,1,2.5,10,"No","Yes","No","Public"
"729",729,729,405000,0.58,0,6,80000,0,0,2,2,2,3124,1,3,9,"No","No","No","Private"
"730",730,730,535000,1,0,14,192500,0,1,2,2,2,3254,1,2.5,12,"No","Yes","No","Private"
"731",731,731,184020,0.4,0,34,59000,0,0,2,2,3,1544,0,2.5,7,"No","No","No","Public"
"732",732,732,95000,0.17,0,139,1900,0,0,2,3,3,1410,0,1.5,9,"No","No","No","Public"
"733",733,733,87550,0.46,0,44,2100,0,0,2,2,2,906,0,1,3,"No","No","No","Private"
"734",734,734,131000,0.23,0,66,3600,0,0,2,2,3,1512,1,1,8,"No","No","No","Public"
"735",735,735,127000,0.2,0,77,3400,0,0,2,2,3,1232,1,1,8,"No","No","No","Public"
"736",736,736,104695,0.21,0,54,3500,0,0,2,2,3,921,0,1,7,"No","No","No","Public"
"737",737,737,120000,0.18,0,70,3100,0,0,2,2,3,1287,0,1,4,"No","No","No","Public"
"738",738,738,278500,0.16,0,17,5200,0,0,3,4,2,2600,0,3,12,"No","No","No","Private"
"739",739,739,75500,0.13,0,124,1500,0,0,2,2,3,1302,0,2,8,"No","No","No","Public"
"740",740,740,121900,0.47,0,20,4700,0,0,2,3,2,1144,0,1,6,"No","No","No","Private"
"741",741,741,208000,0.45,0,39,5500,0,0,2,3,2,1703,0,2,6,"No","No","No","Private"
"742",742,742,151000,0.59,0,15,4500,0,0,3,4,2,1553,1,2,4,"No","No","No","Private"
"743",743,743,138000,0.38,0,15,1700,0,0,3,4,2,1040,0,1,3,"No","No","No","Private"
"744",744,744,229000,0.55,0,11,7500,0,0,2,3,2,2124,0,3,10,"No","No","No","Private"
"745",745,745,130000,0.52,0,13,4500,0,0,2,2,2,1344,0,2,5,"No","No","No","Private"
"746",746,746,89900,0.46,0,66,3900,0,0,2,2,2,884,0,1,3,"No","No","No","Private"
"747",747,747,145000,0.76,0,11,3800,0,0,4,2,2,1812,0,1.5,7,"No","No","No","Private"
"748",748,748,86000,0.46,0,43,5500,0,0,2,2,2,880,0,1,4,"No","No","No","Private"
"749",749,749,95000,0.17,0,134,2300,0,0,2,2,3,1256,0,2,5,"No","No","No","Public"
"750",750,750,195000,0.34,0,15,5000,0,1,2,2,2,1826,1,2.5,6,"No","Yes","No","Private"
"751",751,751,107325,0.1,0,126,1100,0,0,2,2,3,1134,0,1.5,7,"No","No","No","Public"
"752",752,752,131000,0.54,0,41,5300,0,0,2,2,2,1916,1,2.5,8,"No","No","No","Private"
"753",753,753,166900,0.75,0,3,1700,0,0,2,2,2,1272,0,1.5,7,"No","No","No","Private"
"754",754,754,127000,0.43,0,39,4900,0,1,2,2,2,960,0,1,6,"No","Yes","No","Private"
"755",755,755,119000,0.15,0,65,2500,0,0,2,2,3,1152,0,1.5,4,"No","No","No","Public"
"756",756,756,92509,0.52,0,13,4500,0,0,2,2,2,840,0,1,4,"No","No","No","Private"
"757",757,757,174000,0.46,0,34,5500,0,0,2,2,2,2106,0,2,11,"No","No","No","Private"
"758",758,758,180000,0.52,0,10,2500,0,0,2,2,2,1632,0,2,8,"No","No","No","Private"
"759",759,759,155000,0.41,0,9,300,0,0,2,2,2,1092,0,2,8,"No","No","No","Private"
"760",760,760,146500,0.44,0,25,13200,0,1,2,2,2,1634,1,1.5,8,"No","Yes","No","Private"
"761",761,761,162500,0.46,0,26,13800,0,1,2,2,2,1890,1,2.5,7,"No","Yes","No","Private"
"762",762,762,210000,0.48,0,32,18400,0,0,2,2,2,2224,2,2.5,11,"No","No","No","Private"
"763",763,763,165000,0.65,0,22,16500,0,0,3,4,2,1475,1,2,6,"No","No","No","Private"
"764",764,764,123000,0.08,0,16,2100,0,0,2,2,3,1480,1,1.5,5,"No","No","No","Public"
"765",765,765,150000,0.58,0,36,13300,0,0,2,2,2,1368,1,1,4,"No","No","No","Private"
"766",766,766,128900,0.14,0,7,7200,0,0,2,2,3,1200,0,1,8,"No","No","No","Public"
"767",767,767,88100,0.14,0,0,7400,0,1,2,2,3,840,0,1,7,"No","Yes","No","Public"
"768",768,768,175000,0.68,0,54,25900,0,0,4,2,3,1176,0,2,8,"No","No","No","Public"
"769",769,769,120975,0.13,0,0,7400,1,0,2,2,3,1380,0,2,4,"No","No","Yes","Public"
"770",770,770,147543,0.29,0,0,11300,1,0,2,2,2,1786,0,2.5,7,"No","No","Yes","Private"
"771",771,771,118000,0.22,0,17,3400,0,0,2,2,3,1480,0,1.5,4,"No","No","No","Public"
"772",772,772,199000,0.5,0,13,15300,0,0,2,3,3,1574,1,1.5,7,"No","No","No","Public"
"773",773,773,79900,0.18,0,154,7500,0,0,4,2,2,950,0,1.5,5,"No","No","No","Private"
"774",774,774,279000,0.55,0,14,25300,0,1,2,2,3,3178,1,3.5,12,"No","Yes","No","Public"
"775",775,775,90000,0.28,0,16,10600,0,0,2,2,2,1342,0,1.5,7,"No","No","No","Private"
"776",776,776,91900,0.35,0,20,12000,0,1,3,4,2,1336,1,1.5,5,"No","Yes","No","Private"
"777",777,777,153000,0.25,0,10,8400,0,0,2,2,3,1542,0,2.5,6,"No","No","No","Public"
"778",778,778,170000,2.68,0,11,21400,0,0,4,3,2,2272,1,3.5,8,"No","No","No","Private"
"779",779,779,145200,0.2,0,15,3400,0,0,2,2,3,1480,1,2.5,4,"No","No","No","Public"
"780",780,780,296000,0.02,0,8,14000,0,0,2,2,3,2506,2,2.5,10,"No","No","No","Public"
"781",781,781,150000,0.37,0,1,15800,0,0,4,2,2,1852,0,2,6,"No","No","No","Private"
"782",782,782,86000,0.45,0,19,14000,0,0,2,2,2,1055,1,1,7,"No","No","No","Private"
"783",783,783,118000,0.36,0,21,40000,0,0,2,2,2,1392,0,1.5,7,"No","No","No","Private"
"784",784,784,155000,0.75,0,53,6500,0,0,4,2,2,1608,1,2,5,"No","No","No","Private"
"785",785,785,222500,0.69,0,15,16900,0,0,2,2,3,1564,1,2,6,"No","No","No","Public"
"786",786,786,250000,0.46,0,17,18400,0,1,2,2,2,2068,1,2.5,10,"No","Yes","No","Private"
